Recency,Frequency,MonetaryValue,Cluster,Segment
5,1,389.84,2,Potential Loyalists
9,7,4301.22,1,Champions
420,1,144.29,0,At-Risk
160,1,99.14,0,At-Risk
49,16,30393.19,1,Champions
131,4,1433.28,2,Potential Loyalists
8,1,77.50000000000001,0,At-Risk
423,1,75.41,0,At-Risk
697,3,360.35,0,At-Risk
233,2,149.57999999999998,0,At-Risk
37,1,176.68,0,At-Risk
147,1,358.56000000000006,0,At-Risk
1,118,118628.08,1,Champions
72,7,1432.81,2,Potential Loyalists
40,4,1636.0800000000002,2,Potential Loyalists
378,4,819.61,0,At-Risk
540,1,160.82,0,At-Risk
5,19,3966.05,1,Champions
199,6,949.9,2,Potential Loyalists
249,1,12.75,0,At-Risk
66,1,111.68,0,At-Risk
117,2,973.88,2,Potential Loyalists
592,1,140.75,0,At-Risk
171,3,135.08,0,At-Risk
21,100,2995.54,1,Champions
142,4,687.42,2,Potential Loyalists
471,4,651.51,0,At-Risk
32,2,733.46,2,Potential Loyalists
38,29,7240.9800000000005,1,Champions
38,10,1974.42,2,Potential Loyalists
372,2,357.28999999999996,0,At-Risk
374,4,888.04,0,At-Risk
166,20,2369.94,1,Champions
211,1,582.59,0,At-Risk
548,1,161.94,0,At-Risk
242,1,136.04,0,At-Risk
52,1,337.04,0,At-Risk
25,6,1858.06,2,Potential Loyalists
15,24,7028.83,1,Champions
372,1,706.38,0,At-Risk
29,2,1565.6299999999999,2,Potential Loyalists
365,4,1461.76,2,Potential Loyalists
36,4,757.71,2,Potential Loyalists
166,4,1033.42,2,Potential Loyalists
411,1,239.12,0,At-Risk
681,1,138.18,0,At-Risk
395,1,171.71,0,At-Risk
145,5,1191.27,2,Potential Loyalists
22,1,634.95,2,Potential Loyalists
56,1,20.8,0,At-Risk
185,5,1003.64,2,Potential Loyalists
12,14,489.54,2,Potential Loyalists
379,1,228.82999999999998,0,At-Risk
237,6,1527.6100000000001,2,Potential Loyalists
225,3,320.55,0,At-Risk
389,1,254.13,0,At-Risk
617,1,235.19,0,At-Risk
122,11,2313.32,2,Potential Loyalists
282,3,495.48,0,At-Risk
380,3,482.33,0,At-Risk
74,8,1970.6699999999998,2,Potential Loyalists
380,3,639.24,0,At-Risk
37,3,730.9,2,Potential Loyalists
564,1,124.25,0,At-Risk
12,6,953.84,2,Potential Loyalists
376,4,249.92,0,At-Risk
376,1,358.61,0,At-Risk
362,1,169.47,0,At-Risk
4,2,249.72,2,Potential Loyalists
23,4,997.86,2,Potential Loyalists
393,1,220.32,0,At-Risk
70,23,19787.13,1,Champions
235,8,2155.83,2,Potential Loyalists
257,1,174.8,0,At-Risk
373,2,527.03,0,At-Risk
723,1,115.3,0,At-Risk
155,2,187.29,0,At-Risk
28,1,166.42,0,At-Risk
4,1,120.03,2,Potential Loyalists
32,7,1960.46,2,Potential Loyalists
81,4,688.0,2,Potential Loyalists
108,4,297.99,0,At-Risk
52,1,38.45,0,At-Risk
544,1,190.48000000000002,0,At-Risk
510,2,227.06,0,At-Risk
36,5,1651.79,2,Potential Loyalists
153,2,389.78,0,At-Risk
380,6,1177.72,2,Potential Loyalists
501,2,2074.07,0,At-Risk
99,1,115.31,0,At-Risk
583,1,192.05,0,At-Risk
642,1,433.77,0,At-Risk
4,2,230.64999999999998,2,Potential Loyalists
379,1,462.09999999999997,0,At-Risk
334,1,73.5,0,At-Risk
65,1,97.97,0,At-Risk
22,3,793.7,2,Potential Loyalists
36,5,1276.74,2,Potential Loyalists
32,11,1563.6399999999999,2,Potential Loyalists
154,15,167.42,2,Potential Loyalists
556,1,149.41,0,At-Risk
374,4,579.17,0,At-Risk
19,2,357.20000000000005,2,Potential Loyalists
12,38,8752.38,1,Champions
54,2,281.15,0,At-Risk
25,3,875.97,2,Potential Loyalists
4,18,3505.61,1,Champions
45,1,189.4,0,At-Risk
650,1,189.63,0,At-Risk
381,2,342.69,0,At-Risk
203,3,401.73,0,At-Risk
437,2,556.52,0,At-Risk
359,2,412.06,0,At-Risk
634,7,2282.28,2,Potential Loyalists
565,1,10877.18,2,Potential Loyalists
71,3,571.07,2,Potential Loyalists
393,1,176.5,0,At-Risk
7,14,11195.57,1,Champions
288,2,554.6,0,At-Risk
393,3,1203.56,0,At-Risk
10,3,774.06,2,Potential Loyalists
23,3,306.46,2,Potential Loyalists
408,2,1185.46,0,At-Risk
22,28,6488.97,1,Champions
173,6,1632.67,2,Potential Loyalists
391,2,186.60000000000002,0,At-Risk
133,11,4495.03,1,Champions
6,29,5866.63,1,Champions
75,3,1440.4,2,Potential Loyalists
40,1,396.33,0,At-Risk
289,1,101.69999999999999,0,At-Risk
26,11,4540.56,1,Champions
669,1,314.1,0,At-Risk
258,6,1428.63,2,Potential Loyalists
186,1,247.44,0,At-Risk
114,12,3877.5200000000004,1,Champions
374,2,1509.04,0,At-Risk
23,20,5783.29,1,Champions
380,1,151.49,0,At-Risk
8,18,4338.56,1,Champions
217,4,844.6,2,Potential Loyalists
45,5,4242.75,2,Potential Loyalists
19,2,1231.5,2,Potential Loyalists
36,3,343.45,2,Potential Loyalists
26,1,703.37,2,Potential Loyalists
398,1,470.72999999999996,0,At-Risk
16,3,812.93,2,Potential Loyalists
330,4,1645.75,2,Potential Loyalists
274,1,101.34,0,At-Risk
98,17,14761.519999999999,1,Champions
61,1,167.67000000000002,0,At-Risk
447,1,428.45,0,At-Risk
422,1,349.4,0,At-Risk
593,1,360.85,0,At-Risk
2,18,16179.44,1,Champions
93,8,4452.71,2,Potential Loyalists
82,13,6391.52,1,Champions
313,5,2303.09,2,Potential Loyalists
12,6,1805.28,2,Potential Loyalists
8,11,4663.32,1,Champions
396,1,550.84,0,At-Risk
127,1,168.31,0,At-Risk
550,1,451.56,0,At-Risk
11,5,629.16,2,Potential Loyalists
1,145,608821.65,1,Champions
549,1,105.8,0,At-Risk
37,1,754.64,2,Potential Loyalists
38,1,113.48000000000002,0,At-Risk
330,6,1461.46,2,Potential Loyalists
442,1,167.13,0,At-Risk
254,3,848.8100000000001,0,At-Risk
2,38,9893.96,1,Champions
20,2,435.43,2,Potential Loyalists
589,1,405.85,0,At-Risk
12,4,775.96,2,Potential Loyalists
369,1,152.64000000000001,0,At-Risk
290,1,220.1,0,At-Risk
698,1,9.700000000000001,0,At-Risk
68,13,2154.3,1,Champions
26,1,320.72,0,At-Risk
11,29,6733.22,1,Champions
368,1,362.24,0,At-Risk
214,1,111.15,0,At-Risk
149,2,673.1,0,At-Risk
8,6,1826.21,2,Potential Loyalists
24,3,684.59,2,Potential Loyalists
472,1,111.53,0,At-Risk
30,4,1142.99,2,Potential Loyalists
61,1,206.82999999999998,0,At-Risk
19,4,561.53,2,Potential Loyalists
537,1,420.04,0,At-Risk
243,1,112.55000000000001,0,At-Risk
15,3,1059.39,2,Potential Loyalists
632,1,222.95999999999998,0,At-Risk
504,1,226.9,0,At-Risk
212,1,931.4999999999999,0,At-Risk
598,2,445.0,0,At-Risk
29,10,1249.6200000000001,2,Potential Loyalists
63,5,1631.3600000000001,2,Potential Loyalists
551,2,145.99,0,At-Risk
295,1,152.65,0,At-Risk
18,6,8438.34,1,Champions
474,1,536.41,0,At-Risk
402,2,882.47,0,At-Risk
157,2,1019.52,2,Potential Loyalists
117,2,1000.16,2,Potential Loyalists
8,19,5058.0,1,Champions
13,11,5617.79,1,Champions
141,2,160.35000000000002,0,At-Risk
46,2,179.33999999999997,0,At-Risk
647,1,114.10000000000001,0,At-Risk
51,7,1624.71,2,Potential Loyalists
32,3,566.58,2,Potential Loyalists
135,6,1879.44,2,Potential Loyalists
646,1,426.69,0,At-Risk
659,1,246.22,0,At-Risk
3,5,932.6,2,Potential Loyalists
75,3,371.62,2,Potential Loyalists
13,2,941.1700000000001,2,Potential Loyalists
571,1,215.35,0,At-Risk
9,2,453.4,2,Potential Loyalists
301,1,530.15,0,At-Risk
57,3,1003.88,2,Potential Loyalists
15,6,1803.1000000000001,2,Potential Loyalists
732,1,379.16,0,At-Risk
584,1,728.84,0,At-Risk
37,1,399.65000000000003,0,At-Risk
177,1,302.46000000000004,0,At-Risk
624,1,175.5,0,At-Risk
23,3,1384.8600000000001,2,Potential Loyalists
176,16,3770.27,1,Champions
61,1,202.65,0,At-Risk
33,9,2878.0,1,Champions
59,9,2437.31,2,Potential Loyalists
15,52,17479.84,1,Champions
87,5,2696.36,2,Potential Loyalists
7,2,162.5,2,Potential Loyalists
676,1,176.1,0,At-Risk
358,1,476.35,0,At-Risk
31,9,2216.87,2,Potential Loyalists
129,11,6103.74,1,Champions
9,8,2547.55,1,Champions
5,6,1843.75,2,Potential Loyalists
24,5,1205.94,2,Potential Loyalists
463,1,291.13,0,At-Risk
227,2,632.07,0,At-Risk
15,1,49.8,0,At-Risk
249,1,304.25,0,At-Risk
723,1,329.58,0,At-Risk
632,1,724.89,0,At-Risk
15,6,3280.59,2,Potential Loyalists
78,3,1403.73,2,Potential Loyalists
192,5,745.62,2,Potential Loyalists
262,2,529.4,0,At-Risk
72,1,957.97,2,Potential Loyalists
165,3,1207.35,2,Potential Loyalists
82,6,4162.04,2,Potential Loyalists
387,1,101.16,0,At-Risk
95,4,1464.31,2,Potential Loyalists
576,1,230.1,0,At-Risk
4,17,5425.56,1,Champions
684,1,344.75,0,At-Risk
106,1,163.8,0,At-Risk
723,1,447.53000000000003,0,At-Risk
200,3,1396.99,2,Potential Loyalists
157,4,504.42,2,Potential Loyalists
71,3,1993.7,2,Potential Loyalists
36,2,517.36,2,Potential Loyalists
553,1,314.65999999999997,0,At-Risk
499,1,544.47,0,At-Risk
566,1,360.08,0,At-Risk
29,1,139.10000000000002,0,At-Risk
2,7,2768.83,1,Champions
26,5,600.07,2,Potential Loyalists
326,2,546.72,0,At-Risk
237,1,232.48000000000002,0,At-Risk
531,4,1780.34,2,Potential Loyalists
89,5,2247.4900000000002,2,Potential Loyalists
31,1,481.75,2,Potential Loyalists
29,4,945.04,2,Potential Loyalists
211,4,1142.0,2,Potential Loyalists
3,17,3562.89,1,Champions
227,6,1921.76,2,Potential Loyalists
22,6,1424.94,2,Potential Loyalists
93,1,443.0,0,At-Risk
5,26,14000.85,1,Champions
264,1,158.95000000000002,0,At-Risk
3,26,13054.26,1,Champions
44,26,11878.88,1,Champions
218,2,388.75,0,At-Risk
57,2,779.9,2,Potential Loyalists
12,28,10803.710000000001,1,Champions
9,9,4291.06,1,Champions
192,28,6880.97,1,Champions
82,4,592.97,2,Potential Loyalists
326,1,440.0,0,At-Risk
552,1,179.6,0,At-Risk
72,3,1796.48,2,Potential Loyalists
30,12,1795.3500000000001,1,Champions
3,5,987.1,2,Potential Loyalists
515,1,270.92,0,At-Risk
219,6,2150.36,2,Potential Loyalists
46,1,422.58,0,At-Risk
10,21,2986.9900000000002,1,Champions
72,8,3605.21,2,Potential Loyalists
414,1,515.78,0,At-Risk
431,2,568.64,0,At-Risk
7,20,6324.9800000000005,1,Champions
24,3,758.8199999999999,2,Potential Loyalists
415,3,839.73,0,At-Risk
123,2,804.02,2,Potential Loyalists
17,1,95.34,0,At-Risk
310,1,349.27,0,At-Risk
87,9,26278.86,1,Champions
51,7,1542.09,2,Potential Loyalists
643,1,317.88,0,At-Risk
581,1,267.9,0,At-Risk
89,2,303.15,0,At-Risk
388,1,110.7,0,At-Risk
39,12,4600.15,1,Champions
464,6,2059.67,2,Potential Loyalists
25,7,4318.200000000001,1,Champions
173,23,9962.11,1,Champions
43,2,324.24,2,Potential Loyalists
140,3,577.54,2,Potential Loyalists
26,3,1213.1599999999999,2,Potential Loyalists
499,1,603.25,0,At-Risk
72,2,801.51,2,Potential Loyalists
434,1,251.1,0,At-Risk
673,1,269.37,0,At-Risk
134,6,1490.23,2,Potential Loyalists
366,1,337.2,0,At-Risk
38,3,444.55,2,Potential Loyalists
610,2,680.85,0,At-Risk
3,9,4385.9800000000005,1,Champions
2,4,357.0,2,Potential Loyalists
30,1,175.92,0,At-Risk
578,2,741.85,0,At-Risk
44,6,1656.52,2,Potential Loyalists
58,5,1180.05,2,Potential Loyalists
74,2,414.20000000000005,0,At-Risk
519,1,231.33999999999997,0,At-Risk
278,2,488.15000000000003,0,At-Risk
181,2,201.14,0,At-Risk
8,2,178.05,2,Potential Loyalists
4,22,2736.65,1,Champions
432,1,461.68,0,At-Risk
661,1,427.0,0,At-Risk
477,2,1296.43,0,At-Risk
43,7,4182.99,2,Potential Loyalists
